Lead Number,Lead Origin,Lead Source,ToBeConverted,TotalVisits,Total Time Spent on Website,Last Activity,Lead Quality,Last Notable Activity
614529,Landing Page Submission,Direct Traffic,0,3,12,Email Link Clicked,,Email Link Clicked
614523,API,Google,0,4,609,Page Visited on Website,,Page Visited on Website
614511,Landing Page Submission,Direct Traffic,0,4,148,Email Opened,Not Sure,Email Opened
614508,Landing Page Submission,Direct Traffic,0,2,271,Email Bounced,,Modified
614506,Landing Page Submission,Direct Traffic,1,3,89,Email Opened,Low in Relevance,Email Opened
614498,Lead Add Form,Reference,1,0,0,SMS Sent,High in Relevance,SMS Sent
614482,API,Olark Chat,1,0,0,Email Opened,High in Relevance,Email Opened
614480,Landing Page Submission,Direct Traffic,1,2,1680,SMS Sent,Might be,SMS Sent
614475,API,Olark Chat,1,0,0,Email Opened,High in Relevance,Email Opened
614470,Landing Page Submission,Google,0,6,347,SMS Sent,,SMS Sent
614463,Landing Page Submission,Google,1,8,1620,Email Opened,High in Relevance,Email Opened
614458,Landing Page Submission,Organic Search,1,7,845,Email Link Clicked,High in Relevance,Email Link Clicked
614441,Landing Page Submission,Direct Traffic,1,2,267,SMS Sent,,Modified
614434,API,Direct Traffic,1,4,1054,Email Opened,,Email Opened
614387,Landing Page Submission,Direct Traffic,0,1,206,Converted to Lead,,Modified
614343,Landing Page Submission,Direct Traffic,1,3,1101,SMS Sent,High in Relevance,SMS Sent
614324,Landing Page Submission,Google,1,2,1507,SMS Sent,Not Sure,SMS Sent
614292,API,Olark Chat,0,0,0,SMS Sent,,SMS Sent
614287,Landing Page Submission,Direct Traffic,0,4,84,SMS Sent,,Modified
614282,Landing Page Submission,Direct Traffic,0,4,21,SMS Sent,Might be,SMS Sent
614268,Landing Page Submission,Direct Traffic,0,3,154,Page Visited on Website,,Modified
614259,Landing Page Submission,Organic Search,1,8,387,SMS Sent,High in Relevance,SMS Sent
614251,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
614238,Landing Page Submission,Direct Traffic,1,2,1380,SMS Sent,,SMS Sent
614229,Landing Page Submission,Direct Traffic,0,8,96,SMS Sent,Might be,SMS Sent
614226,Landing Page Submission,Google,0,5,286,SMS Sent,Might be,SMS Sent
614222,Landing Page Submission,Direct Traffic,1,5,1880,Email Opened,High in Relevance,Email Opened
614219,API,Olark Chat,0,0,0,Email Bounced,,Modified
614218,Landing Page Submission,Direct Traffic,0,8,77,SMS Sent,Not Sure,SMS Sent
614213,Landing Page Submission,Google,0,2,416,Email Opened,,Email Opened
614206,Landing Page Submission,Direct Traffic,1,10,568,SMS Sent,Might be,SMS Sent
614205,API,Organic Search,1,4,1082,Page Visited on Website,Not Sure,Modified
614204,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
614202,Landing Page Submission,Direct Traffic,0,4,426,Page Visited on Website,,Modified
614200,Landing Page Submission,Direct Traffic,1,4,30,Email Opened,High in Relevance,Email Opened
614189,Landing Page Submission,Direct Traffic,0,7,32,Email Opened,Worst,Email Opened
614186,Landing Page Submission,Direct Traffic,0,1,431,Email Bounced,,Modified
614179,Landing Page Submission,Google,0,4,1276,SMS Sent,Might be,SMS Sent
614151,Landing Page Submission,Direct Traffic,1,4,980,Page Visited on Website,Not Sure,Page Visited on Website
614146,Landing Page Submission,Direct Traffic,1,4,1886,Email Opened,,Email Opened
614140,API,Olark Chat,0,0,0,Olark Chat Conversation,,Olark Chat Conversation
614139,API,Olark Chat,0,0,0,Olark Chat Conversation,,Olark Chat Conversation
614132,Landing Page Submission,Google,1,9,185,Email Opened,Might be,Email Opened
614115,API,Google,0,2,1220,Email Opened,,Email Opened
614107,Lead Add Form,Reference,1,0,0,SMS Sent,Might be,SMS Sent
614103,Lead Add Form,Reference,1,0,0,SMS Sent,Might be,SMS Sent
614100,Lead Add Form,Reference,1,0,0,SMS Sent,Might be,SMS Sent
614097,API,Olark Chat,1,0,0,Email Opened,,Email Opened
614096,Lead Add Form,Reference,1,0,0,SMS Sent,Might be,SMS Sent
614095,Lead Add Form,Reference,1,0,0,SMS Sent,Might be,SMS Sent
614091,Lead Add Form,Reference,1,0,0,SMS Sent,High in Relevance,Modified
614090,Lead Add Form,Reference,0,0,0,Email Opened,Low in Relevance,Email Opened
614087,Lead Add Form,Reference,1,0,0,Email Link Clicked,High in Relevance,Email Link Clicked
614082,API,Olark Chat,1,0,0,SMS Sent,,SMS Sent
614080,Lead Add Form,Reference,1,0,0,SMS Sent,Might be,SMS Sent
614077,Lead Add Form,Reference,1,0,0,SMS Sent,Might be,SMS Sent
614071,API,Olark Chat,0,0,0,Olark Chat Conversation,Not Sure,Modified
614070,Lead Add Form,Reference,1,0,0,SMS Sent,Might be,SMS Sent
614066,API,Google,0,2,1217,Olark Chat Conversation,,Modified
614067,Lead Add Form,Reference,1,0,0,SMS Sent,Might be,SMS Sent
614056,Landing Page Submission,Google,0,5,236,SMS Sent,,SMS Sent
614042,Lead Add Form,Reference,1,0,0,SMS Sent,Might be,SMS Sent
614038,Landing Page Submission,Direct Traffic,1,2,1486,SMS Sent,Might be,SMS Sent
614037,Landing Page Submission,Direct Traffic,0,4,12,Email Opened,,Email Opened
614036,Lead Add Form,Reference,1,0,0,SMS Sent,Might be,SMS Sent
614021,API,Olark Chat,0,0,0,Email Bounced,Worst,Email Bounced
614018,Landing Page Submission,Organic Search,1,4,1189,SMS Sent,Might be,SMS Sent
614007,API,Google,1,2,1177,SMS Sent,,SMS Sent
613979,API,Organic Search,1,4,918,Page Visited on Website,Might be,Page Visited on Website
613976,API,Google,0,3,18,Email Opened,,Email Opened
613975,Landing Page Submission,Direct Traffic,1,3,1105,SMS Sent,,SMS Sent
613966,Landing Page Submission,Direct Traffic,0,1,260,Converted to Lead,,Modified
613965,API,Organic Search,1,8,1651,SMS Sent,Might be,SMS Sent
613964,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
613947,Landing Page Submission,Direct Traffic,1,4,773,Email Opened,Might be,Email Opened
613938,API,Organic Search,1,2,1198,SMS Sent,,SMS Sent
613918,Landing Page Submission,Direct Traffic,1,2,1598,SMS Sent,Might be,SMS Sent
613917,Lead Add Form,,1,0,0,Email Opened,,Email Opened
613879,Landing Page Submission,Direct Traffic,0,2,177,SMS Sent,,Modified
613861,Landing Page Submission,Google,0,5,212,Email Opened,,Email Opened
613858,API,Google,1,2,1378,SMS Sent,,SMS Sent
613854,Landing Page Submission,Google,0,6,425,Email Opened,,Email Opened
613852,API,Organic Search,1,4,976,SMS Sent,,SMS Sent
613850,API,Olark Chat,1,0,0,Email Opened,,Email Opened
613825,API,Google,0,2,746,Email Opened,,Email Opened
613818,Lead Add Form,Welingak Website,1,0,0,SMS Sent,,Modified
613814,API,Google,0,3,1114,Email Opened,,Modified
613809,Landing Page Submission,Google,0,6,324,Email Opened,Not Sure,Email Opened
613797,Landing Page Submission,Organic Search,1,5,519,SMS Sent,,SMS Sent
613774,API,Google,1,3,1341,SMS Sent,High in Relevance,SMS Sent
613769,Landing Page Submission,Google,0,5,1136,Page Visited on Website,,Modified
613750,Landing Page Submission,Direct Traffic,0,3,5,Email Opened,,Email Opened
613738,Landing Page Submission,Google,1,7,242,Page Visited on Website,Not Sure,Page Visited on Website
613732,Landing Page Submission,Direct Traffic,0,3,1353,Email Opened,,Email Opened
613711,Landing Page Submission,Direct Traffic,0,2,682,Email Opened,,Email Opened
613707,Landing Page Submission,Google,1,5,1826,Email Opened,Might be,Email Opened
613698,Landing Page Submission,Direct Traffic,0,2,125,Unsubscribed,Not Sure,Unsubscribed
613697,API,Organic Search,0,4,956,SMS Sent,,SMS Sent
613689,API,Google,1,3,815,SMS Sent,,SMS Sent
613688,Landing Page Submission,Google,1,5,1411,SMS Sent,,SMS Sent
613684,Landing Page Submission,Google,1,7,1010,SMS Sent,Might be,SMS Sent
613680,Landing Page Submission,Organic Search,0,3,1174,Converted to Lead,,Modified
613679,API,Google,0,3,100,Email Opened,,Email Opened
613668,Lead Add Form,Welingak Website,1,0,0,SMS Sent,,Modified
613660,Lead Add Form,,1,0,0,SMS Sent,,Modified
613659,Lead Add Form,Reference,1,3,1678,Email Opened,High in Relevance,Email Opened
613655,Landing Page Submission,Direct Traffic,1,7,1164,SMS Sent,,SMS Sent
613650,API,Google,1,2,139,SMS Sent,,SMS Sent
613635,API,Olark Chat,0,0,0,Olark Chat Conversation,Worst,Modified
613632,Landing Page Submission,Direct Traffic,0,1,296,Email Bounced,,Modified
613633,API,Google,1,3,1510,Email Opened,High in Relevance,Email Opened
613624,Lead Add Form,Reference,1,0,0,SMS Sent,High in Relevance,SMS Sent
613622,Landing Page Submission,Direct Traffic,1,8,1255,Email Opened,High in Relevance,Email Opened
613614,API,Organic Search,0,4,153,SMS Sent,Might be,SMS Sent
613611,Landing Page Submission,Direct Traffic,0,4,231,Form Submitted on Website,,Modified
613597,API,Olark Chat,0,0,0,Email Opened,,Email Opened
613583,Lead Add Form,,1,0,0,SMS Sent,High in Relevance,SMS Sent
613574,Landing Page Submission,Direct Traffic,1,4,1502,SMS Sent,Might be,SMS Sent
613565,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
613553,Landing Page Submission,Direct Traffic,0,4,308,SMS Sent,,SMS Sent
613545,API,Organic Search,1,7,1237,SMS Sent,Might be,SMS Sent
613544,Landing Page Submission,Direct Traffic,0,4,347,Email Opened,Not Sure,Email Opened
613542,API,Olark Chat,1,0,0,Approached upfront,High in Relevance,Modified
613541,Landing Page Submission,Direct Traffic,1,4,391,Page Visited on Website,,Modified
613533,API,Google,1,2,1310,SMS Sent,Might be,SMS Sent
613525,API,Organic Search,1,2,253,SMS Sent,Might be,SMS Sent
613517,Landing Page Submission,Organic Search,0,6,115,SMS Sent,Might be,SMS Sent
613506,Landing Page Submission,Google,0,5,421,Email Opened,Worst,Email Opened
613497,API,Olark Chat,1,0,0,SMS Sent,,SMS Sent
613488,Lead Add Form,Reference,1,0,0,SMS Sent,Might be,SMS Sent
613483,API,Olark Chat,1,0,0,SMS Sent,,SMS Sent
613459,Landing Page Submission,Direct Traffic,1,4,1388,SMS Sent,Might be,SMS Sent
613440,API,Olark Chat,0,0,0,Email Opened,,Email Opened
613438,Landing Page Submission,Google,1,7,1398,SMS Sent,Might be,SMS Sent
613423,Landing Page Submission,Google,1,5,235,SMS Sent,,SMS Sent
613405,Landing Page Submission,Direct Traffic,1,2,1007,SMS Sent,Might be,SMS Sent
613398,Landing Page Submission,Direct Traffic,1,6,1399,Email Opened,Not Sure,Email Opened
613391,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
613383,Landing Page Submission,Direct Traffic,1,3,1383,SMS Sent,Might be,SMS Sent
613378,Landing Page Submission,Google,0,3,325,Email Opened,Not Sure,Email Opened
613352,Landing Page Submission,Direct Traffic,1,4,1005,SMS Sent,,SMS Sent
613346,Landing Page Submission,Direct Traffic,1,5,803,SMS Sent,Might be,SMS Sent
613343,Landing Page Submission,Direct Traffic,1,2,1321,Email Opened,Low in Relevance,Email Opened
613339,API,Olark Chat,0,0,0,Email Opened,,Email Opened
613330,API,Direct Traffic,0,5,1533,Email Opened,,Email Opened
613326,Landing Page Submission,Direct Traffic,1,2,41,Email Opened,High in Relevance,Email Opened
613322,Landing Page Submission,Direct Traffic,1,4,128,SMS Sent,,SMS Sent
613318,Landing Page Submission,Direct Traffic,0,3,231,SMS Sent,Not Sure,SMS Sent
613289,Landing Page Submission,Google,1,4,1115,Page Visited on Website,Might be,Modified
613275,Landing Page Submission,Direct Traffic,0,5,91,Olark Chat Conversation,Not Sure,Olark Chat Conversation
613210,Landing Page Submission,Google,1,4,1148,SMS Sent,Not Sure,SMS Sent
613195,API,Google,1,2,916,Email Opened,Might be,Email Opened
613194,Lead Add Form,Welingak Website,1,0,0,Email Opened,,Email Opened
613193,Landing Page Submission,Google,1,5,1436,Email Opened,Low in Relevance,Email Opened
613188,Landing Page Submission,Direct Traffic,1,4,913,Email Opened,Might be,Email Opened
613178,API,Olark Chat,1,0,0,Olark Chat Conversation,Low in Relevance,Modified
613149,API,Google,0,2,56,Email Bounced,,Modified
613148,Landing Page Submission,Google,0,5,497,Email Opened,Not Sure,Email Opened
613129,Landing Page Submission,Direct Traffic,1,4,1192,SMS Sent,,SMS Sent
613102,API,Olark Chat,0,0,0,SMS Sent,,SMS Sent
613099,Landing Page Submission,Direct Traffic,0,3,458,Email Opened,Worst,Email Opened
613087,API,Google,0,13,58,Olark Chat Conversation,,Olark Chat Conversation
613083,API,Google,0,7,212,Page Visited on Website,,Page Visited on Website
613070,Lead Add Form,Reference,1,0,0,Email Opened,Might be,Email Opened
613046,API,Olark Chat,1,0,0,Email Opened,Might be,Email Opened
613042,Lead Add Form,Reference,1,3,1076,Form Submitted on Website,High in Relevance,Modified
613035,Landing Page Submission,Google,0,4,395,SMS Sent,Not Sure,SMS Sent
613027,Landing Page Submission,Direct Traffic,0,4,770,SMS Sent,,Modified
613019,Landing Page Submission,Direct Traffic,0,11,78,Email Opened,Might be,Email Opened
613016,Landing Page Submission,Google,1,2,1236,SMS Sent,Might be,SMS Sent
612984,Landing Page Submission,Direct Traffic,0,8,1677,Page Visited on Website,Not Sure,Modified
612983,API,Olark Chat,1,0,0,SMS Sent,,SMS Sent
612980,Landing Page Submission,Organic Search,1,6,246,Email Opened,,Email Opened
612971,Lead Add Form,Reference,1,,1672,,High in Relevance,Modified
612968,API,Google,1,2,693,SMS Sent,,SMS Sent
612954,Lead Add Form,Reference,1,,1464,,Might be,Modified
612946,Landing Page Submission,Google,0,12,150,Email Opened,Not Sure,Email Opened
612920,API,Google,0,2,1273,Page Visited on Website,,Modified
612919,API,Olark Chat,1,0,0,SMS Sent,,SMS Sent
612899,API,Google,0,2,102,SMS Sent,,SMS Sent
612884,Landing Page Submission,Google,0,3,256,Form Submitted on Website,Not Sure,Modified
612877,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
612869,API,Olark Chat,1,0,0,SMS Sent,Might be,SMS Sent
612862,API,Olark Chat,0,0,0,Email Opened,,Email Opened
612846,API,Google,0,4,452,Olark Chat Conversation,,Modified
612838,Landing Page Submission,Direct Traffic,0,3,350,Olark Chat Conversation,Worst,Modified
612836,API,Olark Chat,1,0,0,SMS Sent,Might be,SMS Sent
612830,Landing Page Submission,Direct Traffic,0,9,165,Email Opened,Might be,Email Opened
612809,Landing Page Submission,Direct Traffic,0,2,47,Email Opened,,Email Opened
612802,API,Olark Chat,0,0,0,Olark Chat Conversation,,Modified
612796,API,Olark Chat,0,0,0,Olark Chat Conversation,,Olark Chat Conversation
612791,API,Google,0,3,53,SMS Sent,,SMS Sent
612780,API,Olark Chat,1,0,0,SMS Sent,,SMS Sent
612771,API,Olark Chat,1,0,0,SMS Sent,,SMS Sent
612761,API,Google,0,2,170,Email Link Clicked,,Email Link Clicked
612752,Landing Page Submission,Direct Traffic,1,3,1742,Email Opened,,Email Opened
612748,API,Google,1,3,1040,SMS Sent,,SMS Sent
612745,API,Google,1,2,30,SMS Sent,Not Sure,SMS Sent
612740,Landing Page Submission,Google,1,4,827,Page Visited on Website,Low in Relevance,Modified
612736,Landing Page Submission,Google,1,6,1668,SMS Sent,Might be,SMS Sent
612731,Landing Page Submission,Google,1,2,1795,SMS Sent,Might be,SMS Sent
612728,API,Olark Chat,1,0,0,SMS Sent,,SMS Sent
612711,Landing Page Submission,Google,1,12,1117,Page Visited on Website,Not Sure,Modified
612709,Landing Page Submission,Google,1,2,1542,Email Opened,,Email Opened
612699,Landing Page Submission,Google,0,6,262,SMS Sent,Not Sure,SMS Sent
612698,Landing Page Submission,Google,0,2,1016,Email Bounced,,Modified
612690,API,Olark Chat,0,0,0,Olark Chat Conversation,Worst,Modified
612680,API,Google,1,3,130,SMS Sent,Might be,SMS Sent
612679,API,Google,1,6,1094,SMS Sent,Might be,SMS Sent
612669,Landing Page Submission,Google,0,2,336,Email Opened,Might be,Email Opened
612658,Landing Page Submission,Google,0,3,234,SMS Sent,Not Sure,SMS Sent
612657,Landing Page Submission,Google,0,2,31,SMS Sent,,SMS Sent
612647,API,Olark Chat,0,0,0,Olark Chat Conversation,Not Sure,Modified
612639,API,Google,1,4,926,SMS Sent,Might be,SMS Sent
612637,API,Google,1,2,970,SMS Sent,Might be,SMS Sent
612618,Landing Page Submission,Google,1,3,1360,SMS Sent,Might be,SMS Sent
612605,Landing Page Submission,Google,1,5,725,SMS Sent,Might be,SMS Sent
612603,API,Google,1,2,979,SMS Sent,Not Sure,SMS Sent
612598,Landing Page Submission,Direct Traffic,0,5,327,Email Opened,,Email Opened
612587,API,Olark Chat,0,3,93,Page Visited on Website,,Page Visited on Website
612578,API,Organic Search,1,4,804,SMS Sent,Might be,SMS Sent
612572,API,Google,1,3,789,SMS Sent,,SMS Sent
612548,Landing Page Submission,Organic Search,1,6,1295,SMS Sent,Not Sure,SMS Sent
612546,API,Olark Chat,0,0,0,Page Visited on Website,Worst,Page Visited on Website
612542,API,Google,0,3,937,Email Opened,Worst,Email Opened
612532,API,Organic Search,1,9,234,SMS Sent,,SMS Sent
612511,Landing Page Submission,Google,0,5,201,SMS Sent,,Modified
612509,Landing Page Submission,Direct Traffic,0,12,9,Page Visited on Website,,Page Visited on Website
612484,API,Google,1,9,1416,SMS Sent,Might be,SMS Sent
612479,API,Olark Chat,0,3,334,Email Opened,,Email Opened
612469,API,Olark Chat,1,0,0,SMS Sent,Might be,SMS Sent
612466,Landing Page Submission,Google,0,5,463,Email Opened,,Email Opened
612458,API,Google,0,1,397,Converted to Lead,Might be,Modified
612428,Landing Page Submission,Direct Traffic,1,6,548,SMS Sent,Not Sure,SMS Sent
612424,Landing Page Submission,Google,0,2,663,Email Opened,Not Sure,Email Opened
612395,API,Google,0,2,202,SMS Sent,Not Sure,SMS Sent
612345,Landing Page Submission,Google,1,3,1358,SMS Sent,Might be,SMS Sent
612320,Landing Page Submission,Direct Traffic,0,3,219,Email Opened,Might be,Modified
612304,Landing Page Submission,Google,1,3,1768,Email Opened,Not Sure,Email Opened
612298,Landing Page Submission,Google,0,3,261,SMS Sent,Not Sure,SMS Sent
612293,API,Google,0,2,221,Olark Chat Conversation,Not Sure,Modified
612288,Landing Page Submission,Google,1,3,1031,SMS Sent,Not Sure,SMS Sent
612266,Landing Page Submission,Google,1,6,942,Email Opened,Low in Relevance,Email Opened
612252,API,Olark Chat,0,0,0,Email Bounced,,Email Bounced
612248,API,Google,1,7,1522,SMS Sent,Not Sure,SMS Sent
612233,API,Olark Chat,0,0,0,Email Opened,Might be,Modified
612231,API,Organic Search,1,3,951,SMS Sent,Not Sure,Modified
612223,Landing Page Submission,Organic Search,1,13,1311,Email Opened,High in Relevance,Email Opened
612180,Landing Page Submission,Direct Traffic,0,3,389,Unsubscribed,,Unsubscribed
